column1	column2
gene1004	GO:0016758, GO:0008152
gene1005	GO:0016758, GO:0008152
gene1006	GO:0016758, GO:0008152
gene1007	GO:0016758, GO:0008152
gene1008	GO:0003677, GO:0046983
gene1009	GO:0005524, GO:0030983, GO:0006298
gene1010	GO:0016021
gene1011	GO:0016758, GO:0008152
gene1012	GO:0016020, GO:0005315, GO:0006817
gene1013	GO:0005524, GO:0030983, GO:0006298
gene1017	GO:0016021, GO:0004930, GO:0007186
gene1018	GO:0005515, GO:0008270
gene1022	GO:0003723, GO:0004842, GO:0008270, GO:0043130, GO:0016567
gene1023	GO:0016787, GO:0000290
gene1025	GO:0008237, GO:0008270, GO:0006508
gene1026	GO:0003723, GO:0004000, GO:0006396, GO:0006144
gene1027	GO:0016791
gene1028	GO:0004037, GO:0000256, GO:0006144
gene1030	GO:0005634, GO:0007096
gene1032	GO:0046982
gene1033	GO:0000439, GO:0006289, GO:0006355
gene1036	GO:0003676
gene1039	GO:0045281, GO:0000104, GO:0009055, GO:0006118, GO:0006119, GO:0018874, GO:0019643
gene1040	GO:0005884, GO:0008017, GO:0045010, GO:0045298
gene1041	GO:0000166
gene1042	GO:0005515
gene1043	GO:0004674, GO:0005524, GO:0006468, GO:0009069
gene1047	GO:0016021, GO:0005272, GO:0035725
gene1048	GO:0008536, GO:0008565, GO:0006886, GO:0006913
gene1050	GO:0003676, GO:0046872
gene1051	GO:0003676, GO:0046872
gene1055	GO:0004842, GO:0005515, GO:0008270, GO:0016881, GO:0031386, GO:0016567
gene1059	GO:0016021, GO:0007219, GO:0007275
gene1061	GO:0003677, GO:0006281
gene1063	GO:0005506, GO:0010181, GO:0016491, GO:0055114
gene1064	GO:0004517, GO:0006809, GO:0055114
gene1065	GO:0004672, GO:0005524, GO:0006468
gene1066	GO:0008023, GO:0006368
gene1067	GO:0005506, GO:0010181, GO:0055114
gene1069	GO:0005681, GO:0000398
gene1071	GO:0005743, GO:0055085
gene1072	GO:0017174, GO:0006544, GO:0006563, GO:0006566
gene1073	GO:0016020, GO:0005515
gene1074	GO:0005732, GO:0034457, GO:0006364
gene1075	GO:0019028
gene1076	GO:0044424
gene1077	GO:0016787, GO:0008152
gene1079	GO:0019028
gene1082	GO:0005515
gene1083	GO:0004725, GO:0005515, GO:0006470, GO:0006570
gene1084	GO:0016831, GO:0030170, GO:0019752
gene1085	GO:0004181, GO:0008270, GO:0006508
gene1088	GO:0017053, GO:0007049
gene1089	GO:0005578, GO:0004222, GO:0008270, GO:0006508
gene1090	GO:0003713, GO:0005515, GO:0046975, GO:0010452, GO:0005667, GO:0045941
gene1094	GO:0003676, GO:0008270
gene1095	GO:0070403
gene1097	GO:0046983
gene1099	GO:0005622, GO:0004198, GO:0006508
gene1100	GO:0003676, GO:0005515
gene1101	GO:0016021, GO:0005216, GO:0005515, GO:0034220
gene1105	GO:0005515
gene1110	GO:0000724
gene1112	GO:0005839, GO:0004298, GO:0051603
gene1113	GO:0005515, GO:0008270
gene1114	GO:0016021, GO:0005000, GO:0007187
gene1116	GO:0008190, GO:0045947
gene1117	GO:0004089, GO:0008270, GO:0006730, GO:0006807
gene1119	GO:0042765, GO:0004435, GO:0005509, GO:0005515, GO:0035556, GO:0007242, GO:0009395, GO:0046339
gene1124	GO:0005515, GO:0008270
gene1128	GO:0005488
gene1130	GO:0005515
gene1131	GO:0005515
gene1132	GO:0003676, GO:0008168, GO:0032259
gene1135	GO:0005763, GO:0003735, GO:0042254
gene1137	GO:0004347, GO:0006094, GO:0006096, GO:0005982, GO:0005985, GO:0006098
gene1139	GO:0005515
gene1140	GO:0003987, GO:0005524, GO:0016208, GO:0019427, GO:0006094, GO:0006096, GO:0019643
gene1142	GO:0004345, GO:0050661, GO:0006006, GO:0055114, GO:0006098, GO:0006749
gene1144	GO:0016021, GO:0004930, GO:0007186
gene1145	GO:0005515
gene1146	GO:0005515
gene1147	GO:0042302
gene1148	GO:0042302
gene1149	GO:0005515
gene1150	GO:0006355
gene1153	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene1156	GO:0005730, GO:0005525
gene1157	GO:0004563, GO:0005975, GO:0001575, GO:0006027, GO:0006040
gene1158	GO:0004616, GO:0008442, GO:0051287, GO:0055114, GO:0006098, GO:0019521, GO:0006550, GO:0006552, GO:0006574
gene1159	GO:0003824, GO:0008152
gene1160	GO:0005634, GO:0003677, GO:0005515, GO:0008270
gene1162	GO:0031012, GO:0004222, GO:0005515, GO:0008270, GO:0006508
gene1163	GO:0004672, GO:0005524, GO:0006468
gene1164	GO:0004346, GO:0005982, GO:0005985, GO:0006012, GO:0006094, GO:0006096
gene1165	GO:0008146
gene1166	GO:0005737, GO:0097200, GO:0097194
gene1168	GO:0042302
gene1169	GO:0005515
gene1170	GO:0005515
gene1171	GO:0005581, GO:0005201, GO:0005515, GO:0005578
gene1172	GO:0016020, GO:0005164, GO:0006955, GO:0007165
gene1173	GO:0016301, GO:0016310
gene1174	GO:0005634, GO:0019901, GO:0000079, GO:0010389
gene1176	GO:0005515
gene1177	GO:0046983
gene1179	GO:0005515
gene1180	GO:0003676, GO:0046872, GO:0006355, GO:0030097, GO:0051569
gene1181	GO:0030425, GO:0032281, GO:0045211, GO:0004971, GO:0005234, GO:0034220, GO:0035235, GO:0035249
gene1183	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene1188	GO:0005739, GO:0005777, GO:0043167, GO:0048037, GO:0048244, GO:0001561, GO:0006720, GO:0097089
gene1189	GO:0005515
gene1190	GO:0008641, GO:0006464
gene1192	GO:0005515
gene1193	GO:0003676
gene1195	GO:0005515
gene1196	GO:0005634, GO:0008270
gene1197	GO:0016301, GO:0009987
gene1198	GO:0004438, GO:0004725, GO:0052629, GO:0046856, GO:0006470, GO:0006570
gene1199	GO:0000150, GO:0003690, GO:0003697, GO:0005524, GO:0008094, GO:0000724, GO:1990426
gene1201	GO:0005515
gene1202	GO:0005576, GO:0004252, GO:0008061, GO:0006030, GO:0006508
gene1203	GO:0005515
gene1204	GO:0005515
gene1206	GO:0016020, GO:0004714, GO:0005524, GO:0007169, GO:0018108
gene1208	GO:0005578, GO:0005615, GO:0005509, GO:0007165
gene1211	GO:0005515
gene1212	GO:0004252, GO:0005515, GO:0006508
gene1216	GO:0004438, GO:0004725, GO:0052629, GO:0010506, GO:0046856, GO:0006470, GO:0006570
gene1217	GO:0005901, GO:0007126, GO:0007274, GO:0046662, GO:0070836
gene1219	GO:0005515
gene1221	GO:0016592, GO:0001104, GO:0006357
gene1222	GO:0004672, GO:0005515, GO:0005524, GO:0006468
gene1223	GO:0005783, GO:0016021
gene1224	GO:0008270
gene1226	GO:0005622, GO:0000166, GO:0003676, GO:0006396
gene1227	GO:0003676
gene1228	GO:0008324, GO:0006812
gene1230	GO:0006355
gene1231	GO:0003677, GO:0046983
gene1232	GO:0042578
gene1233	GO:0004672, GO:0005524, GO:0006468
gene1234	GO:0003676, GO:0005515
gene1235	GO:0003676, GO:0005515
gene1236	GO:0003743, GO:0005840, GO:0006446
gene1237	GO:0000166, GO:0003676
gene1238	GO:0008253, GO:0016311
gene1241	GO:0006355
gene1242	GO:0005737, GO:0008641, GO:0006914
gene1244	GO:1902560, GO:0003920, GO:0009117, GO:0055114, GO:0006144
gene1245	GO:0030896, GO:0000077, GO:0006281
gene1246	GO:0005515
gene1247	GO:0008270
gene1248	GO:0016020, GO:0005484, GO:0006886, GO:0016192, GO:0005622
gene1251	GO:0005930, GO:0001947, GO:0003146, GO:0003341, GO:0070286
gene1252	GO:0003676, GO:0005515, GO:0046872
gene1253	GO:0005515
gene1255	GO:0016020, GO:0016757
gene1257	GO:0005737, GO:0004860, GO:0017124, GO:0035556, GO:0061099
gene1261	GO:0016787
gene1264	GO:0031012, GO:0004222, GO:0008270, GO:0006508
gene1265	GO:0005515
gene1266	GO:0005515
gene1267	GO:0005581, GO:0005201, GO:0005515, GO:0005578
gene1268	GO:0004371, GO:0006071, GO:0046486
gene1269	GO:0016620, GO:0055114
gene1270	GO:0005515
gene1273	GO:0005515
gene1274	GO:0000276, GO:0015078, GO:0015986
gene1275	GO:0005578, GO:0005615, GO:0050839, GO:0007155, GO:0030198
gene1276	GO:0030286, GO:0003777, GO:0007018, GO:0005874
gene1277	GO:0004143, GO:0007205, GO:0009395, GO:0046486
gene1278	GO:0005515, GO:0007165
gene1279	GO:0005634, GO:0003707, GO:0004887, GO:0008270, GO:0043565, GO:0006355, GO:0043401
gene1281	GO:0003824, GO:0008152
gene1282	GO:0003677, GO:0004003, GO:0005524, GO:0006139, GO:0005657
gene1284	GO:0004114, GO:0005515, GO:0007165, GO:0006144
gene1285	GO:0005515
gene1286	GO:0005515
gene1288	GO:0005488
gene1289	GO:0006869
gene1290	GO:0005515, GO:0051260
gene1291	GO:0016021, GO:0004930, GO:0007186
gene1292	GO:0016020, GO:0004714, GO:0005515, GO:0005524, GO:0006468, GO:0007169
gene1293	GO:0003677, GO:0006355
gene1294	GO:0005764, GO:0006665
gene1295	GO:0005524, GO:0016301, GO:0016310
gene1296	GO:0003824, GO:0008152
gene1297	GO:0006270
gene1298	GO:0005515, GO:0008270
gene1299	GO:0005524, GO:0016301, GO:0016310
gene1300	GO:0008270
gene1304	GO:0042765, GO:0016255
gene1305	GO:0005515
gene1306	GO:0004672, GO:0005524, GO:0006468
gene1308	GO:0005515
gene1309	GO:0016021
gene1311	GO:0016020, GO:0008417, GO:0006486
gene1313	GO:0044699
gene1314	GO:0005515
gene1320	GO:0005581, GO:0005201, GO:0005515, GO:0005578
gene1321	GO:0004222, GO:0005515, GO:0008270, GO:0006508
gene1322	GO:0016717, GO:0006629, GO:0055114
gene1324	GO:0016717, GO:0055114
gene1326	GO:0005515
gene1329	GO:0005581, GO:0005201, GO:0005578
gene1330	GO:0016021, GO:0007155, GO:0042246
gene1332	GO:0004222, GO:0008270, GO:0006508
gene1334	GO:0005581, GO:0005201, GO:0005515, GO:0005578
gene1336	GO:0004252, GO:0006508
gene1337	GO:0005515
gene1338	GO:0005515
gene1340	GO:0004252, GO:0006508
gene1341	GO:0003676, GO:0046872
gene1342	GO:0005515
gene1343	GO:0016301, GO:0016310
gene1344	GO:0005515
gene1345	GO:0016020, GO:0008417, GO:0006486
gene1346	GO:0046983
gene1347	GO:0016020, GO:0008417, GO:0006486
gene1348	GO:0005515
gene1353	GO:0004252, GO:0006508
gene1354	GO:0005681, GO:0000398
gene1355	GO:0005515
gene1356	GO:0005783, GO:0005509, GO:0051082, GO:0006457
gene1357	GO:0005515
gene1358	GO:0016020
gene1359	GO:0005515
gene1361	GO:0042626, GO:0006810
gene1363	GO:0042626, GO:0006810
gene1366	GO:0005515
gene1367	GO:0005737, GO:0019784, GO:0000338
gene1368	GO:0016021, GO:0005524, GO:0042626, GO:0055085
gene1370	GO:0004407, GO:0016575, GO:0000118, GO:0006807
gene1371	GO:0004222, GO:0008270, GO:0006508
gene1372	GO:0004222, GO:0008270, GO:0006508
gene1374	GO:0004222, GO:0008270, GO:0006508
gene1375	GO:0003824, GO:0008152
gene1377	GO:0016020, GO:0008417, GO:0006486
gene1378	GO:0016020
gene1379	GO:0008146, GO:0008152
gene1380	GO:0005515
gene1381	GO:0016020
gene1382	GO:0016021, GO:0032580, GO:0008417, GO:0006486, GO:0036065
gene1385	GO:0005515
gene1386	GO:0005515
gene1387	GO:0005515
gene1389	GO:0005515
gene1392	GO:0016757, GO:0005975
gene1393	GO:0016757, GO:0005975
gene1395	GO:0005622, GO:0005215, GO:0006810
gene1396	GO:0005622, GO:0005215, GO:0006810
gene1398	GO:0030425, GO:0032281, GO:0045211, GO:0004971, GO:0005234, GO:0034220, GO:0035235, GO:0035249
gene1399	GO:0005515, GO:0008270, GO:0006886, GO:0016192
gene1400	GO:0035556
gene1401	GO:0005576, GO:0005179, GO:0007593, GO:0048067, GO:0007165
gene1402	GO:0005634, GO:0005515, GO:0008270
gene1403	GO:0016020, GO:0005415, GO:0006812, GO:0015858
gene1405	GO:0030131, GO:0006886, GO:0016192
gene1406	GO:0016020, GO:0005415, GO:0006812, GO:0015858
gene1407	GO:0003676, GO:0005524
gene1409	GO:0016020, GO:0005415, GO:0006812, GO:0015858
gene1410	GO:0035556
gene1412	GO:0016020, GO:0005415, GO:0006812, GO:0015858
gene1413	GO:0035556
gene1414	GO:0005634, GO:0005515, GO:0008270, GO:0018024, GO:0034968, GO:0006554
gene1415	GO:0005634, GO:0003677, GO:0005515
gene1417	GO:0005525
gene1418	GO:0016021
gene1420	GO:0046872
gene1421	GO:0016787
gene1422	GO:0016020, GO:0006897
gene1424	GO:0005515, GO:0008270, GO:0006886, GO:0016192
gene1425	GO:0003872, GO:0005524, GO:0006002, GO:0006096, GO:0005945, GO:0006000, GO:0006012, GO:0006013, GO:0006094, GO:0006098
gene1426	GO:0005634, GO:0005737, GO:0008140, GO:0032793, GO:0051289, GO:0005667, GO:0045941
gene1427	GO:0003873, GO:0005524, GO:0006000, GO:0006003, GO:0006013
gene1428	GO:0005158, GO:0005899, GO:0007165
gene1429	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene1430	GO:0004713, GO:0005524, GO:0006468
gene1432	GO:0003873, GO:0005524, GO:0006000, GO:0006003, GO:0006013
gene1434	GO:0016021, GO:0005215, GO:0005524, GO:0016887, GO:0006810
gene1437	GO:0016021, GO:0005215, GO:0005524, GO:0016887, GO:0006810
gene1438	GO:0016787
gene1439	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene1440	GO:0016787
gene1442	GO:0005515
gene1443	GO:0004657, GO:0006562, GO:0006525, GO:0006561
gene1444	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene1445	GO:0004692, GO:0005524, GO:0006468, GO:0009069
gene1447	GO:0005576, GO:0004568, GO:0008061, GO:0005975, GO:0006032, GO:0016998
gene1448	GO:0043565, GO:0006355
gene1449	GO:0005515
gene1450	GO:0004679, GO:0005524, GO:0006468, GO:0009069
gene1451	GO:0030018
gene1453	GO:0003677, GO:0046983, GO:0006355
gene1454	GO:0005576, GO:0005179, GO:0009416, GO:0007165
gene1455	GO:0016020
gene1456	GO:0003924, GO:0005525
gene1459	GO:0006810
gene1460	GO:0016787
gene1461	GO:0005634, GO:0016887, GO:0000027
gene1462	GO:0005634, GO:0005524, GO:0016887, GO:0000027
gene1463	GO:0005515
gene1464	GO:0016021, GO:0035556, GO:0055085
gene1465	GO:0000166, GO:0003677, GO:0003899, GO:0008270, GO:0006351, GO:0005730, GO:0006144, GO:0006206
gene1466	GO:0004559, GO:0008270, GO:0030246, GO:0006013
gene1467	GO:0005576, GO:0008061, GO:0006030
gene1469	GO:0016491, GO:0008152
gene1472	GO:0004114, GO:0007165, GO:0006144
gene1473	GO:0016021, GO:0004930, GO:0007186
gene1474	GO:0000139, GO:0016021, GO:0016757, GO:0030246, GO:0046872, GO:0006486
gene1479	GO:0003723, GO:0005515
gene1481	GO:0031981, GO:0010485, GO:0043967
gene1482	GO:0016021
gene1483	GO:0016021
gene1484	GO:0005515
gene1486	GO:0003676, GO:0046872
gene1492	GO:0033180, GO:0005524, GO:0016820, GO:0015991, GO:0046034
gene1493	GO:0003676, GO:0005515, GO:0046872
gene1496	GO:0003676, GO:0046872
gene1497	GO:0072487, GO:0043984
gene1498	GO:0005515
gene1501	GO:0044424
gene1502	GO:0005089, GO:0005515, GO:0043087
gene1503	GO:0004222, GO:0006508
gene1504	GO:0005737, GO:0005811, GO:0005875, GO:0005884, GO:0005886, GO:0031011, GO:0005200, GO:0005524, GO:0000281, GO:0002121, GO:0006909, GO:0007010, GO:0007291, GO:0016319, GO:0032507, GO:0035148
gene1505	GO:0031083
gene1506	GO:0005740, GO:0016021, GO:0043065
gene1507	GO:0005789, GO:0016021, GO:0015031
gene1508	GO:0004791, GO:0009055, GO:0015035, GO:0050660, GO:0045454, GO:0055114, GO:0006118, GO:0006206
gene1509	GO:0005515
gene1511	GO:0000166, GO:0003676
gene1512	GO:0004672, GO:0005524, GO:0006468
gene1516	GO:0005789, GO:0016021
gene1517	GO:0016021, GO:0004930, GO:0007186
gene1518	GO:0004553, GO:0030246, GO:0005975
gene1519	GO:0004553, GO:0030246, GO:0005975
gene1520	GO:0004553, GO:0030246, GO:0005975
gene1523	GO:0004379, GO:0006499, GO:0042967
gene1524	GO:0016021, GO:0004930, GO:0007186
gene1526	GO:0016021
gene1527	GO:0005784, GO:0030176, GO:0006613
gene1528	GO:0005515, GO:0000042
gene1529	GO:0016831, GO:0030170, GO:0006520
gene1530	GO:0005634
gene1531	GO:0016021, GO:0004930, GO:0007186
gene1533	GO:0008483, GO:0030170, GO:0006520, GO:0009058
gene1534	GO:0016021, GO:0004930, GO:0007186
gene1536	GO:0019773, GO:0004298, GO:0006511
gene1537	GO:0005576, GO:0008061, GO:0006030
gene1538	GO:0016740, GO:0009058
gene1539	GO:0005634, GO:0006355
gene1540	GO:0000786, GO:0005634, GO:0003677, GO:0046982
gene1541	GO:0016491, GO:0055114
gene1542	GO:0016020, GO:0008137, GO:0009055, GO:0051536, GO:0006120, GO:0006744, GO:0006814, GO:0015992, GO:0006118
gene1543	GO:0003676, GO:0008270
gene1549	GO:0010508
gene1552	GO:0016491, GO:0055114
gene1553	GO:0004489, GO:0006555, GO:0055114, GO:0046653
gene1554	GO:0008083, GO:0040007, GO:0007165, GO:0008283
gene1555	GO:0005811, GO:0044429, GO:0003954, GO:0005524, GO:0019206, GO:0009165, GO:0006118
gene1556	GO:0005515
gene1557	GO:0008083, GO:0040007, GO:0007165, GO:0008283
gene1559	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene1560	GO:0016020, GO:0035556
gene1561	GO:0045454
gene1562	GO:0008270
gene1564	GO:0016021, GO:0004930, GO:0007186
gene1565	GO:0042302
gene1566	GO:0003924, GO:0005525
gene1567	GO:0005515
gene1568	GO:0010309, GO:0019509, GO:0055114
gene1569	GO:0044444, GO:0016616, GO:0006633, GO:0006693
gene1572	GO:0005488
gene1574	GO:0016021, GO:0022891, GO:0055085
gene1575	GO:0016021, GO:0022891, GO:0055085
gene1580	GO:0042302
gene1581	GO:0042302
gene1582	GO:0042302
gene1584	GO:0042302
gene1585	GO:0042302
gene1586	GO:0042302
gene1587	GO:0042302
gene1589	GO:0042302
gene1590	GO:0042302
gene1591	GO:0042302
gene1592	GO:0042302
gene1593	GO:0042302
gene1594	GO:0042302
gene1595	GO:0042302
gene1596	GO:0042302
gene1597	GO:0042302
gene1598	GO:0042302
gene1599	GO:0042302
gene1600	GO:0042302
gene1601	GO:0042302
gene1602	GO:0042302
gene1603	GO:0005515
gene1606	GO:0005515, GO:0005525
gene1610	GO:0016020, GO:0005215, GO:0055085
gene1611	GO:0005763, GO:0003735, GO:0042254
gene1612	GO:0004867, GO:0008270, GO:0016491, GO:0055114
gene1613	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene1614	GO:0003677
gene1615	GO:0003677, GO:0005515
gene1621	GO:0005524
gene1623	GO:0008270
gene1627	GO:0005515
gene1629	GO:0005576, GO:0008061, GO:0006030
gene1631	GO:0004842, GO:0005515, GO:0008270, GO:0007250, GO:0016567, GO:0046330
gene1632	GO:0030425, GO:0032281, GO:0045211, GO:0004971, GO:0005234, GO:0034220, GO:0035235, GO:0035249
gene1635	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene1636	GO:0003824, GO:0005992
gene1637	GO:0016021, GO:0050909
gene1638	GO:0005886, GO:0016021, GO:0050909
gene1639	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene1641	GO:0008270
gene1642	GO:0008305, GO:0007155
gene1644	GO:0016757, GO:0008152
gene1647	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene1651	GO:0005730, GO:0005737, GO:0015030, GO:0016020, GO:0071601, GO:0008022, GO:0042802
gene1653	GO:0004867
gene1654	GO:0005840, GO:0003735, GO:0019843, GO:0006412, GO:0042254
gene1656	GO:0005488, GO:0016857, GO:0005975, GO:0044699
gene1658	GO:0005509
gene1664	GO:0003677
gene1666	GO:0016849, GO:0009190, GO:0035556
gene1667	GO:0003676, GO:0046872
gene1669	GO:0005515, GO:0008270
gene1671	GO:0003676, GO:0046872
gene1674	GO:0005581, GO:0005201, GO:0005578
gene1675	GO:0005515
gene1676	GO:0000176, GO:0000166, GO:0003676, GO:0008408, GO:0006396
gene1677	GO:0003873, GO:0005524, GO:0006000, GO:0006003, GO:0006013
gene1678	GO:0005515
gene1682	GO:0016021
gene1687	GO:0005515
gene1688	GO:0003677
gene1690	GO:0016020, GO:0016757
gene1691	GO:0005737, GO:0004152, GO:0051536, GO:0006207, GO:0055114
gene1692	GO:0003676, GO:0005524
gene1693	GO:0005515, GO:0035556
gene1694	GO:0005515, GO:0035556
gene1695	GO:0005515, GO:0035556
gene1697	GO:0005834, GO:0004871, GO:0007186
gene1699	GO:0004672, GO:0005524, GO:0006468
gene1700	GO:0005622, GO:0030904, GO:0008565, GO:0006886, GO:0042147
gene1701	GO:0004674, GO:0005524, GO:0006468, GO:0009069
gene1702	GO:0030176, GO:2001256
gene1703	GO:0005747
gene1704	GO:0044428, GO:0003676, GO:0006281
gene1705	GO:0016779, GO:0009058
gene1706	GO:0004672, GO:0005524, GO:0006468
gene1709	GO:1990071, GO:0006891, GO:0034498
gene1710	GO:0000814, GO:0043328
gene1711	GO:0004014, GO:0006597, GO:0008295, GO:0006525, GO:0006560
gene1712	GO:0005515
gene1714	GO:0003700, GO:0006355, GO:0005667, GO:0045449
gene1716	GO:0016020, GO:0016758, GO:0005975
gene1717	GO:0003676, GO:0005524
gene1718	GO:0005913, GO:0045296, GO:0010172, GO:0016337, GO:0032956
gene1719	GO:0004672, GO:0005515, GO:0005524, GO:0006468
gene1722	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene1723	GO:0005525
gene1724	GO:0006508
gene1726	GO:0005525
gene1729	GO:0004519, GO:0006281
gene1730	GO:0003677
gene1731	GO:0004553, GO:0005975
gene1733	GO:0016021, GO:0044464
gene1735	GO:0016021, GO:0044464
gene1737	GO:0031932, GO:0005488, GO:0031929
gene1738	GO:0004672, GO:0005524, GO:0006468
gene1740	GO:0005509
gene1741	GO:0003755, GO:0005515, GO:0000413, GO:0006457
gene1742	GO:0005515
gene1743	GO:0005739, GO:0000166, GO:0046872, GO:0052856, GO:0052857, GO:0006734, GO:0006739
gene1745	GO:0005737, GO:0004459, GO:0055114, GO:0006094, GO:0006096, GO:0006534
gene1748	GO:0005783, GO:0016853, GO:0045454
gene1749	GO:0005515
gene1756	GO:0046872
gene1757	GO:0016021, GO:0055085
gene1759	GO:0016779
gene1760	GO:0016021, GO:0004930, GO:0007186
gene1762	GO:0019008, GO:0003824, GO:0046872, GO:0051539, GO:0006777
gene1763	GO:0005634, GO:0000245
gene1765	GO:0016459, GO:0003774, GO:0005515, GO:0005524
gene1766	GO:0005506, GO:0016705, GO:0031418, GO:0055114
gene1767	GO:0005634, GO:0005515, GO:0006397
gene1769	GO:0004867, GO:0004869
gene1770	GO:0046872
gene1771	GO:0046872
gene1773	GO:0046872
gene1774	GO:0005515, GO:0016773, GO:0035091, GO:0046854, GO:0048015
gene1782	GO:0005515
gene1783	GO:0046872
gene1784	GO:0005739, GO:0043023, GO:0017148, GO:0090071
gene1786	GO:0004674, GO:0005524, GO:0006468, GO:0009069
gene1787	GO:0005622, GO:0004198, GO:0008270, GO:0006508
gene1788	GO:0005840
gene1789	GO:0016746, GO:0008152
gene1791	GO:0005319, GO:0006869
gene1792	GO:0008270
gene1795	GO:0004663, GO:0018344, GO:0005968, GO:0018346
gene1796	GO:0016020
gene1797	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene1801	GO:0016021, GO:0005515
gene1802	GO:0042302
gene1803	GO:0005158, GO:0005899, GO:0007165
gene1804	GO:0016021, GO:0004930, GO:0007186
gene1805	GO:0005515, GO:0006629
gene1806	GO:0044464
gene1807	GO:0016021
gene1808	GO:0008374, GO:0006629, GO:0042967
gene1809	GO:0005515
gene1810	GO:0005737, GO:0007059, GO:0016226
gene1812	GO:0004672, GO:0005524, GO:0006468
gene1813	GO:0005515
gene1814	GO:0004601, GO:0020037, GO:0006979, GO:0055114, GO:0006804
gene1815	GO:0005515
gene1816	GO:0005488
gene1817	GO:0005849, GO:0005524, GO:0051731, GO:0006378, GO:0006379, GO:0006388, GO:0016310
gene1818	GO:0008146
gene1837	GO:0004553, GO:0005975
gene1839	GO:0016787
gene1840	GO:0003676, GO:0005515, GO:0046872
gene1841	GO:0016021, GO:0055085
gene1842	GO:0004672, GO:0005524, GO:0006468
gene1843	GO:0004222, GO:0006508
